class_val,ppa_gpe,proportion_of_landscape,total_area,park,var,year
1002,GPE,0.34663510314507945,1040.58,Gar,disturbance,2007
1003,PPA,0.05850538209358452,170.46,Gar,disturbance,2007
1003,GPE,0.04140313764429638,124.29,Gar,disturbance,2007
1004,PPA,0.003459663566252094,10.08,Gar,disturbance,2007
1004,GPE,0.012052180545262234,36.18,Gar,disturbance,2007
1005,PPA,0.0,0.0,Gar,disturbance,2007
1005,GPE,0.05033734113307286,151.11,Gar,disturbance,2007
0,PPA,99.9359344443178,291171.15,Gar,disturbance,2008
0,GPE,99.61205170085648,299030.04,Gar,disturbance,2008
1000,PPA,0.017020309151829498,49.59,Gar,disturbance,2008
1000,GPE,0.1267877401142139,380.61,Gar,disturbance,2008
1001,PPA,0.0027491969410396106,8.01,Gar,disturbance,2008
1001,GPE,0.0,0.0,Gar,disturbance,2008
1002,PPA,0.0,0.0,Gar,disturbance,2008
1002,GPE,0.14540566080726824,436.5,Gar,disturbance,2008
1003,PPA,0.042751556925829444,124.56,Gar,disturbance,2008
1003,GPE,0.029830645876955032,89.55,Gar,disturbance,2008
1004,PPA,0.0,0.0,Gar,disturbance,2008
1004,GPE,0.011662433413201514,35.01,Gar,disturbance,2008
1005,PPA,0.001544492663505399,4.5,Gar,disturbance,2008
1005,GPE,0.074261818931877,222.93,Gar,disturbance,2008
0,PPA,99.96466200785899,291254.85,Gar,disturbance,2009
0,GPE,99.66682616318532,299194.47,Gar,disturbance,2009
1000,PPA,0.018472132255524572,53.82,Gar,disturbance,2009
1000,GPE,0.10523172565639413,315.9,Gar,disturbance,2009
1001,PPA,0.009143396567951963,26.64,Gar,disturbance,2009
1001,GPE,0.0009293970072217145,2.79,Gar,disturbance,2009
1002,PPA,0.0,0.0,Gar,disturbance,2009
1002,GPE,0.09857604386274185,295.92,Gar,disturbance,2009
1003,PPA,0.007073776398854727,20.61,Gar,disturbance,2009
1003,GPE,0.022635314208141757,67.95,Gar,disturbance,2009
1004,PPA,0.0006486869186722676,1.89,Gar,disturbance,2009
1004,GPE,0.020536675804737885,61.65,Gar,disturbance,2009
1005,PPA,0.0,0.0,Gar,disturbance,2009
1005,GPE,0.0852646802754373,255.96,Gar,disturbance,2009
0,PPA,99.77944644765142,290715.21,Gar,disturbance,2010
0,GPE,99.71269640257401,299332.17,Gar,disturbance,2010
1000,PPA,0.08380417192180295,244.17,Gar,disturbance,2010
1000,GPE,0.07072411419471047,212.31,Gar,disturbance,2010
1001,PPA,0.08457641825355565,246.42,Gar,disturbance,2010
1001,GPE,0.006805584536752555,20.43,Gar,disturbance,2010
1002,PPA,0.0025020781148787463,7.29,Gar,disturbance,2010
1002,GPE,0.14642499946035012,439.56,Gar,disturbance,2010
1003,PPA,0.03651180656526763,106.38,Gar,disturbance,2010
1003,GPE,0.01648930174103042,49.5,Gar,disturbance,2010
1004,PPA,0.013159077493066,38.34,Gar,disturbance,2010
1004,GPE,0.006925506731232776,20.79,Gar,disturbance,2010
1005,PPA,0.0,0.0,Gar,disturbance,2010
1005,GPE,0.03993409076191367,119.88,Gar,disturbance,2010
0,PPA,99.89383157431064,291048.48,Gar,disturbance,2011
0,GPE,99.65222563600736,299150.64,Gar,disturbance,2011
1000,PPA,0.0352144327279231,102.6,Gar,disturbance,2011
1000,GPE,0.06814578701338571,204.57,Gar,disturbance,2011
1001,PPA,0.001544492663505399,4.5,Gar,disturbance,2011
1001,GPE,0.0002698249375804978,0.81,Gar,disturbance,2011
1002,PPA,0.009143396567951963,26.64,Gar,disturbance,2011
1002,GPE,0.2099537819862473,630.27,Gar,disturbance,2011
1003,PPA,0.0564975416310275,164.61,Gar,disturbance,2011
1003,GPE,0.028781326675253096,86.4,Gar,disturbance,2011
1004,PPA,0.003768562098953174,10.98,Gar,disturbance,2011
1004,GPE,0.0005396498751609955,1.62,Gar,disturbance,2011
1005,PPA,0.0,0.0,Gar,disturbance,2011
1005,GPE,0.040083993505013946,120.33,Gar,disturbance,2011
0,PPA,99.94566474809788,291199.5,Gar,disturbance,2012
0,GPE,99.58854695073836,298959.48,Gar,disturbance,2012
1000,PPA,0.028418665008499343,82.8,Gar,disturbance,2012
1000,GPE,0.0771399515994023,231.57,Gar,disturbance,2012
1001,PPA,0.0007104666252124835,2.07,Gar,disturbance,2012
1001,GPE,0.0,0.0,Gar,disturbance,2012
1002,PPA,0.0,0.0,Gar,disturbance,2012
1002,GPE,0.29929581687401213,898.47,Gar,disturbance,2012
1003,PPA,0.025206120268408114,73.44,Gar,disturbance,2012
1003,GPE,0.010433230919779247,31.32,Gar,disturbance,2012
1004,PPA,0.0,0.0,Gar,disturbance,2012
1004,GPE,0.00581622643229073,17.46,Gar,disturbance,2012
1005,PPA,0.0,0.0,Gar,disturbance,2012
1005,GPE,0.018767823436154622,56.34,Gar,disturbance,2012
0,PPA,99.92509210581999,291139.56,Gar,disturbance,2013
0,GPE,99.55409930037392,298856.07,Gar,disturbance,2013
1000,PPA,0.024402984083385305,71.1,Gar,disturbance,2013
1000,GPE,0.09695709423725887,291.06,Gar,disturbance,2013
1001,PPA,0.010193651579135633,29.7,Gar,disturbance,2013
1001,GPE,0.0006595720696412168,1.98,Gar,disturbance,2013
1002,PPA,0.0,0.0,Gar,disturbance,2013
1002,GPE,0.26748645478813343,802.98,Gar,disturbance,2013
1003,PPA,0.040311258517490914,117.45,Gar,disturbance,2013
1003,GPE,0.016519282289650473,49.59,Gar,disturbance,2013
1004,PPA,0.0,0.0,Gar,disturbance,2013
1004,GPE,0.04356173714494036,130.77,Gar,disturbance,2013
1005,PPA,0.0,0.0,Gar,disturbance,2013
1005,GPE,0.02071655909645822,62.19,Gar,disturbance,2013
0,PPA,99.98613045588172,291317.4,Gar,disturbance,2014
0,GPE,99.5229794909063,298762.65,Gar,disturbance,2014
1000,PPA,0.010286321138945958,29.97,Gar,disturbance,2014
1000,GPE,0.1255285570721716,376.83,Gar,disturbance,2014
1001,PPA,0.0009575854513733474,2.79,Gar,disturbance,2014
1001,GPE,0.002608307729944812,7.83,Gar,disturbance,2014
1002,PPA,3.088985327010798e-05,0.09,Gar,disturbance,2014
1002,GPE,0.29917589467953193,898.11,Gar,disturbance,2014
1003,PPA,0.0025947476746890703,7.56,Gar,disturbance,2014
1003,GPE,0.0107330364059798,32.22,Gar,disturbance,2014
1004,PPA,0.0,0.0,Gar,disturbance,2014
1004,GPE,0.005516420946090177,16.56,Gar,disturbance,2014
1005,PPA,0.0,0.0,Gar,disturbance,2014
1005,GPE,0.033458292259981724,100.44,Gar,disturbance,2014
0,PPA,99.95981230089559,291240.72,Gar,disturbance,2015
0,GPE,99.49704631634995,298684.8,Gar,disturbance,2015
1000,PPA,0.018564801815334896,54.09,Gar,disturbance,2015
1000,GPE,0.1259782653014724,378.18,Gar,disturbance,2015
1002,PPA,0.0,0.0,Gar,disturbance,2015
1002,GPE,0.24811902037957773,744.84,Gar,disturbance,2015
1003,PPA,0.02162289728907559,63.0,Gar,disturbance,2015
1003,GPE,0.04332189275597992,130.05,Gar,disturbance,2015
1004,PPA,0.0,0.0,Gar,disturbance,2015
1004,GPE,0.020176909221297223,60.57,Gar,disturbance,2015
1005,PPA,0.0,0.0,Gar,disturbance,2015
1005,GPE,0.06535759599172057,196.2,Gar,disturbance,2015
0,PPA,99.9787168910969,291295.8,Gar,disturbance,2016
0,GPE,99.60389699163183,299005.56,Gar,disturbance,2016
1000,PPA,0.009606744367003582,27.99,Gar,disturbance,2016
1000,GPE,0.06358874362313731,190.89,Gar,disturbance,2016
1001,PPA,0.0,0.0,Gar,disturbance,2016
1001,GPE,0.0005696304237810508,1.71,Gar,disturbance,2016
1002,PPA,3.088985327010798e-05,0.09,Gar,disturbance,2016
1002,GPE,0.2496780089078206,749.52,Gar,disturbance,2016
1003,PPA,0.01164547468283071,33.93,Gar,disturbance,2016
1003,GPE,0.04766907230588794,143.1,Gar,disturbance,2016
1004,PPA,0.0,0.0,Gar,disturbance,2016
1004,GPE,0.019667239894756283,59.04,Gar,disturbance,2016
1005,PPA,0.0,0.0,Gar,disturbance,2016
1005,GPE,0.014930313212787543,44.82,Gar,disturbance,2016
0,PPA,99.99419270758521,291340.89,Gar,disturbance,2017
0,GPE,99.71455519658845,299337.75,Gar,disturbance,2017
1000,PPA,0.00305809547374069,8.91,Gar,disturbance,2017
1000,GPE,0.0719832972367528,216.09,Gar,disturbance,2017
1002,PPA,0.0,0.0,Gar,disturbance,2017
1002,GPE,0.16747134459162896,502.74,Gar,disturbance,2017
1003,PPA,0.0027491969410396106,8.01,Gar,disturbance,2017
1003,GPE,0.004706946133348684,14.13,Gar,disturbance,2017
1004,PPA,0.0,0.0,Gar,disturbance,2017
1004,GPE,0.002038677306163761,6.12,Gar,disturbance,2017
1005,PPA,0.0,0.0,Gar,disturbance,2017
1005,GPE,0.0392445381436524,117.81,Gar,disturbance,2017
0,PPA,99.99768326100474,291351.06,Gar,disturbance,2018
0,GPE,99.73826981054691,299408.94,Gar,disturbance,2018
1000,PPA,0.0023167389952580986,6.75,Gar,disturbance,2018
1000,GPE,0.04778899450036816,143.46,Gar,disturbance,2018
1001,PPA,0.0,0.0,Gar,disturbance,2018
1001,GPE,0.004047374063707467,12.15,Gar,disturbance,2018
1002,PPA,0.0,0.0,Gar,disturbance,2018
1002,GPE,0.18734844832672562,562.41,Gar,disturbance,2018
1003,PPA,0.0,0.0,Gar,disturbance,2018
